WGS84 UTM 19N
25.093575356760994 21.380621942691505 16.745
22.660428035538644 21.722211775369942 16.747
20.121851276780944 22.057174273766577 16.731
17.505134254693985 22.378655578941107 16.758
15.107192671857774 22.663813206367195 16.758
12.38078045414295 22.991120629012585 16.762
9.937177626066841 23.28050611447543 16.782
7.3538414078066126 23.564120644703507 16.766
2.143871797597967 24.138606183230877 16.773
4.836441313615069 23.83065815269947 16.768
-0.3351121615851298 24.385667982511222 16.74
-2.955192580469884 24.664030568674207 16.734
-5.560319416108541 24.99140422232449 16.767
-7.9585675614653155 25.264231665059924 16.763
-10.62392408552114 25.562246032059193 16.727
-13.15969553985633 25.826162193901837 16.702
-15.606353691604454 26.0847683865577 16.661
-18.155461443180684 26.36445156764239 16.706
-20.730495221563615 26.61391829047352 16.703
-23.103432307310868 26.89229206368327 16.706
-24.74144181108568 27.093677730299532 16.713
-26.08939654403366 27.272390723228455 16.754
-26.61726853053551 27.39359428267926 16.676
-26.695285843801685 27.568383533507586 16.672
-26.782935965573415 27.632300755940378 16.705
-26.748809169628657 27.532682165503502 16.66
11.015199208108243 23.10545070283115 16.837
11.341020731488243 23.140529226511717 16.775
12.631980172591284 23.062012646347284 16.797
15.373884528293274 22.80530719459057 16.752
18.137173163006082 22.396832733415067 16.763
20.897350824205205 22.047079706564546 16.769
23.27889935404528 21.74690090958029 16.762
25.94145470089279 21.519958016462624 16.753
28.422342142788693 21.25742583256215 16.743
31.08579910953995 20.974906188435853 16.746
33.61638346838299 20.686444013379514 16.767
36.28647062089294 20.394501542672515 16.785
38.899538671947084 20.110155877657235 16.781
41.30472729506437 19.840257935225964 16.757
43.866405650624074 19.51398611906916 16.747
48.95463444653433 18.92096453998238 16.744
51.545350724074524 18.566192887723446 16.72
46.32648086757399 19.242720315232873 16.743
54.07341857184656 18.268541619181633 16.719
56.58670950634405 18.020643279887736 16.727
58.98596196784638 17.787937075830996 16.738
61.642483107279986 17.502515787258744 16.746
64.09202637302224 17.175962870940566 16.746
66.53587481443537 16.621155167929828 16.735
67.86993671546225 15.702057435177267 16.718
67.54340285714716 14.262656595557928 16.706
66.06562885339372 13.824212929233909 16.741
64.10240899218479 14.015172840096056 16.709
61.19021206058096 14.325491179712117 16.723
58.5973389421124 14.59389219339937 16.71
56.1298623032053 14.843733055517077 16.727
53.636921702418476 15.081864344887435 16.743
51.15847246494377 15.350499500520527 16.739
48.64818237849977 15.718696663156152 16.773
46.10770061041694 16.06912937387824 16.732
43.57534400100121 16.286642640829086 16.76
41.059556994820014 16.61794225126505 16.766
38.46462907874957 16.89566144812852 16.755
35.89012973709032 17.166698921471834 16.725
33.478387401555665 17.449108053930104 16.74
30.902140253281686 17.74179619550705 16.742
28.19903448934201 17.994440731592476 16.72
25.6779818686191 18.29809923004359 16.746
23.20922087371582 18.588107814081013 16.729
20.792289606994018 18.84595920983702 16.738
18.199803805327974 19.12979796808213 16.754
15.552146470698062 19.495262526907027 16.739
13.070289700408466 19.535598524846137 16.767
11.640724035038147 18.92003496363759 16.754
11.63123755925335 17.5313659356907 16.747
12.822678747761529 16.674459530971944 16.729
14.787622765405104 16.369243188761175 16.742
17.411356737313326 16.053758778609335 16.708
20.04858153394889 15.728679307736456 16.71
22.55897009425098 15.456149528734386 16.722
25.00861239421647 15.225260586477816 16.736
27.639592724153772 14.925031499937177 16.76
30.108201168244705 14.628855452872813 16.795
32.79185820935527 14.330400220118463 16.812
35.332802054006606 13.998469890095294 16.821
37.89540607528761 13.709210376255214 16.832
40.37768199888524 13.502204175107181 16.812
42.93920873105526 13.169763017445803 16.793
45.48192355874926 12.908780724741518 16.776
48.03514957043808 12.610499604605138 16.748
50.627616345183924 12.23407886736095 16.76
53.25287003372796 11.887705570086837 16.738
55.75221078237519 11.630895775742829 16.745
58.26946230023168 11.358207705430686 16.752
60.791210866183974 11.08232188783586 16.759
63.324856002407614 10.824658900499344 16.781
65.78327479958534 10.303438535891473 16.774
67.16718862077687 9.36457819212228 16.78
66.92331366508733 8.02805454004556 16.756
65.58059939922532 7.499820400960743 16.778
63.601963029941544 7.623262965120375 16.762
60.7643305772217 7.987277126871049 16.808
58.29425677319523 8.224836066365242 16.773
55.82228097633924 8.477875626645982 16.774
53.40123353886884 8.754336956888437 16.773
50.72245562763419 9.0650082109496 16.765
48.26558726275107 9.373229715041816 16.733
45.469120752764866 9.736222951672971 16.731
43.110953509341925 9.964821983128786 16.761
40.60696154285688 10.218665886670351 16.751
37.93823365622666 10.47353508323431 16.748
35.456880355253816 10.717556548304856 16.744
32.6938720238395 11.045768992975354 16.747
30.249209216271993 11.384556878358126 16.736
27.712046286906116 11.59293637983501 16.739
25.114906797767617 11.873802093788981 16.743
22.617645084043033 12.213905336335301 16.715
20.06724528945051 12.53373043332249 16.756
17.460211268160492 12.876575100235641 16.738
15.078505869139917 13.170586717315018 16.722
12.679316152120009 13.039104423485696 16.77
11.478573684231378 12.33140910975635 16.768
11.625237077707425 11.056128294207156 16.744
13.022371900035068 10.28050911333412 16.739
15.33729532349389 9.969644808210433 16.728
17.875491471379064 9.619258022867143 16.723
20.353249307256192 9.322850282303989 16.727
22.87857101392001 9.00673766899854 16.717
25.52746422291966 8.690628591924906 16.728
28.179568264517002 8.411477885209024 16.732
30.609301186457742 8.11627230513841 16.734
33.074031021096744 7.8479723474010825 16.727
35.65531758929137 7.573678197339177 16.737
38.293601462384686 7.199196083471179 16.745
40.72944831929635 6.9655706230551 16.752
43.58401276008226 6.6381632862612605 16.752
46.09417414967902 6.356388469226658 16.752
48.4868005894823 6.133103581145406 16.767
51.08409661683254 5.858415707945824 16.764
53.66302036563866 5.581100771203637 16.768
56.20771723310463 5.307727265171707 16.756
58.78183653228916 5.02127474732697 16.767
61.5019349133363 4.715748617425561 16.775
63.87395783927059 4.400389435701072 16.775
65.91411240433808 3.6241699112579226 16.761
66.56341640790924 2.4999320674687624 16.773
65.73885747918393 1.3692568065598607 16.769
64.17364897986408 1.2786779617890716 16.777
61.71385299623944 1.4696822818368673 16.774
59.184932269970886 1.7334006987512112 16.77
56.632757525658235 1.9822679804638028 16.752
